07/14/17 21:55:00.530 AB ================ AB START ========================
07/14/17 21:55:00.530 AB Args: -ipServer 172.30.29.1 -ip 172.30.26.141 -cmd C:\Autoclient\TOOL\ab\Temp\172.30.26.141_TempAb.ab -out C:\Autoclient\TOOL\ab\Temp\172.30.26.141_2017_07_14_21_54.out -dir C:\Autoclient\TOOL\AB5\ -log 5 -wavdir C:\Autoclient\TOOL\ab\WavFiles -apMac ff11111111ff -mac 0009ef001001 -rtp 
07/14/17 21:55:00.530 AB 
07/14/17 21:55:00.530 AB java.vm.name Java HotSpot(TM) 64-Bit Server VM
07/14/17 21:55:00.530 AB java.runtime.version 1.8.0_121-b13
07/14/17 21:55:00.530 AB AB4 -- Automated Badge Version 4 (Build 9400)
07/14/17 21:55:00.530 AB Apr 21 2013  added -phoneLogDir for vomo-SIP logs.
07/14/17 21:55:00.530 AB Mar 29 2013  abUserAgent.dll nowe loads ok.
07/14/17 21:55:00.530 AB Jan 21 2013  DLL crash fixed.  Log files (non-AB) re-directed.  Speaker can be turned off.
07/14/17 21:55:00.545 AB Temporary files directory: C:\Users\sgartia\AppData\Local\Temp\ab_temp\500530\
07/14/17 21:55:00.545 AB sName resources/0.wav
07/14/17 21:55:00.545 AB sName resources/1.wav
07/14/17 21:55:00.561 AB sName resources/2.wav
07/14/17 21:55:00.561 AB sName resources/3.wav
07/14/17 21:55:00.561 AB sName resources/4.wav
07/14/17 21:55:00.577 AB sName resources/5.wav
07/14/17 21:55:00.577 AB sName resources/6.wav
07/14/17 21:55:00.592 AB sName resources/7.wav
07/14/17 21:55:00.592 AB sName resources/8.wav
07/14/17 21:55:00.608 AB sName resources/9.wav
07/14/17 21:55:00.608 AB sName resources/Accept.wav
07/14/17 21:55:00.623 AB sName resources/AddressBook.wav
07/14/17 21:55:00.623 AB sName resources/AnotherNumber.wav
07/14/17 21:55:00.623 AB sName resources/Call.wav
07/14/17 21:55:00.639 AB sName resources/DepartmentOne.wav
07/14/17 21:55:00.639 AB sName resources/Deskphone.wav
07/14/17 21:55:00.655 AB sName resources/Everyone.wav
07/14/17 21:55:00.655 AB sName resources/From.wav
07/14/17 21:55:00.655 AB sName resources/HomePhone.wav
07/14/17 21:55:00.670 AB sName resources/LogOut.wav
07/14/17 21:55:00.670 AB sName resources/Only.wav
07/14/17 21:55:00.670 AB sName resources/OutsideBuddy.wav
07/14/17 21:55:00.686 AB sName resources/Stop_Forwarding.wav
07/14/17 21:55:00.686 AB sName resources/To.wav
07/14/17 21:55:00.701 AB sName resources/Transfer.wav
07/14/17 21:55:00.701 AB sName resources/WhatGroupsAmIIn.wav
