07/14/17 21:55:02.342 AB ================ AB START ========================
07/14/17 21:55:02.342 AB Args: -ipServer 172.30.29.1 -ip 172.30.26.140 -cmd C:\Autoclient\TOOL\ab\Temp\172.30.26.140_TempAb.ab -out C:\Autoclient\TOOL\ab\Temp\172.30.26.140_2017_07_14_21_55.out -dir C:\Autoclient\TOOL\AB5\ -log 5 -wavdir C:\Autoclient\TOOL\ab\WavFiles -apMac ff11111111ff -mac 0009ef0aa001 -rtp 
07/14/17 21:55:02.342 AB 
07/14/17 21:55:02.342 AB java.vm.name Java HotSpot(TM) 64-Bit Server VM
07/14/17 21:55:02.342 AB java.runtime.version 1.8.0_121-b13
07/14/17 21:55:02.342 AB AB4 -- Automated Badge Version 4 (Build 9400)
07/14/17 21:55:02.342 AB Apr 21 2013  added -phoneLogDir for vomo-SIP logs.
07/14/17 21:55:02.342 AB Mar 29 2013  abUserAgent.dll nowe loads ok.
07/14/17 21:55:02.342 AB Jan 21 2013  DLL crash fixed.  Log files (non-AB) re-directed.  Speaker can be turned off.
07/14/17 21:55:02.342 AB Temporary files directory: C:\Users\sgartia\AppData\Local\Temp\ab_temp\502342\
07/14/17 21:55:02.342 AB sName resources/0.wav
07/14/17 21:55:02.357 AB sName resources/1.wav
07/14/17 21:55:02.357 AB sName resources/2.wav
07/14/17 21:55:02.357 AB sName resources/3.wav
07/14/17 21:55:02.373 AB sName resources/4.wav
07/14/17 21:55:02.373 AB sName resources/5.wav
07/14/17 21:55:02.373 AB sName resources/6.wav
07/14/17 21:55:02.389 AB sName resources/7.wav
07/14/17 21:55:02.420 AB sName resources/8.wav
07/14/17 21:55:02.435 AB sName resources/9.wav
07/14/17 21:55:02.435 AB sName resources/Accept.wav
07/14/17 21:55:02.451 AB sName resources/AddressBook.wav
07/14/17 21:55:02.451 AB sName resources/AnotherNumber.wav
07/14/17 21:55:02.451 AB sName resources/Call.wav
07/14/17 21:55:02.467 AB sName resources/DepartmentOne.wav
07/14/17 21:55:02.467 AB sName resources/Deskphone.wav
07/14/17 21:55:02.482 AB sName resources/Everyone.wav
07/14/17 21:55:02.482 AB sName resources/From.wav
07/14/17 21:55:02.482 AB sName resources/HomePhone.wav
07/14/17 21:55:02.498 AB sName resources/LogOut.wav
07/14/17 21:55:02.498 AB sName resources/Only.wav
07/14/17 21:55:02.513 AB sName resources/OutsideBuddy.wav
07/14/17 21:55:02.513 AB sName resources/Stop_Forwarding.wav
07/14/17 21:55:02.513 AB sName resources/To.wav
07/14/17 21:55:02.529 AB sName resources/Transfer.wav
07/14/17 21:55:02.529 AB sName resources/WhatGroupsAmIIn.wav
07/14/17 21:55:02.529 AB sName resources/WhatTimeIsIt.wav
07/14/17 21:55:02.545 AB sName resources/WhoAmI.wav
07/14/17 21:55:02.545 AB sName resources/a-2.wav
07/14/17 21:55:02.576 AB sName resources/a.wav
07/14/17 21:55:02.591 AB sName resources/accept_all_calls.wav
07/14/17 21:55:02.591 AB sName resources/add.wav
07/14/17 21:55:02.607 AB sName resources/address_book.wav
07/14/17 21:55:02.607 AB sName resources/all.wav
07/14/17 21:55:02.607 AB sName resources/an-2.wav
07/14/17 21:55:02.623 AB sName resources/an.wav
07/14/17 21:55:02.623 AB sName resources/announce.wav
07/14/17 21:55:02.638 AB sName resources/another.wav
07/14/17 21:55:02.638 AB sName resources/another_number.wav
07/14/17 21:55:02.638 AB sName resources/b.wav
07/14/17 21:55:02.654 AB sName resources/back.wav
07/14/17 21:55:02.654 AB sName resources/block.wav
07/14/17 21:55:02.669 AB sName resources/block_all_calls.wav
07/14/17 21:55:02.669 AB sName resources/block_all_calls_except.wav
07/14/17 21:55:02.669 AB sName resources/broadcast.wav
07/14/17 21:55:02.685 AB sName resources/buddies.wav
07/14/17 21:55:02.685 AB sName resources/c.wav
07/14/17 21:55:02.685 AB sName resources/calls.wav
07/14/17 21:55:02.701 AB sName resources/cancel.wav
07/14/17 21:55:02.701 AB sName resources/cell.wav
07/14/17 21:55:02.716 AB sName resources/cell_phone.wav
07/14/17 21:55:02.716 AB sName resources/cellphone.wav
07/14/17 21:55:02.716 AB sName resources/command.wav
07/14/17 21:55:02.732 AB sName resources/conference.wav
07/14/17 21:55:02.732 AB sName resources/connect_to.wav
07/14/17 21:55:02.747 AB sName resources/d.wav
07/14/17 21:55:02.747 AB sName resources/delete.wav
07/14/17 21:55:02.763 AB sName resources/department_one.wav
07/14/17 21:55:02.763 AB sName resources/desk.wav
07/14/17 21:55:02.763 AB sName resources/desk_phone.wav
07/14/17 21:55:02.763 AB sName resources/dial.wav
07/14/17 21:55:02.778 AB sName resources/double.wav
07/14/17 21:55:02.778 AB sName resources/e.wav
07/14/17 21:55:02.794 AB sName resources/erase.wav
07/14/17 21:55:02.794 AB sName resources/except.wav
07/14/17 21:55:02.794 AB sName resources/extension.wav
07/14/17 21:55:02.810 AB sName resources/f.wav
07/14/17 21:55:02.810 AB sName resources/forward.wav
07/14/17 21:55:02.810 AB sName resources/forward_ALL_option.wav
07/14/17 21:55:02.811 AB sName resources/forward_OFFLINE_Option.wav
07/14/17 21:55:02.811 AB sName resources/forward_my_calls_to.wav
07/14/17 21:55:02.812 AB sName resources/forwarding.wav
07/14/17 21:55:02.817 AB sName resources/from-2.wav
07/14/17 21:55:02.847 AB sName resources/g.wav
07/14/17 21:55:02.852 AB sName resources/greeting.wav
07/14/17 21:55:02.857 AB sName resources/group-2.wav
07/14/17 21:55:02.863 AB sName resources/group.wav
07/14/17 21:55:02.880 AB sName resources/h.wav
07/14/17 21:55:02.886 AB sName resources/home.wav
07/14/17 21:55:02.893 AB sName resources/home_phone.wav
07/14/17 21:55:02.899 AB sName resources/i.wav
07/14/17 21:55:02.904 AB sName resources/j.wav
07/14/17 21:55:02.910 AB sName resources/join_the_conference_for.wav
07/14/17 21:55:02.917 AB sName resources/k.wav
07/14/17 21:55:02.921 AB sName resources/l.wav
07/14/17 21:55:02.926 AB sName resources/learn.wav
07/14/17 21:55:02.932 AB sName resources/leave_the_conference_for.wav
07/14/17 21:55:02.938 AB sName resources/log_out.wav
07/14/17 21:55:02.964 AB sName resources/m.wav
07/14/17 21:55:02.969 AB sName resources/me.wav
07/14/17 21:55:02.975 AB sName resources/messages.wav
07/14/17 21:55:02.985 AB sName resources/my.wav
07/14/17 21:55:02.989 AB sName resources/n.wav
07/14/17 21:55:02.995 AB sName resources/name.wav
07/14/17 21:55:03.000 AB sName resources/naught.wav
07/14/17 21:55:03.006 AB sName resources/no.wav
07/14/17 21:55:03.011 AB sName resources/number.wav
07/14/17 21:55:03.017 AB sName resources/o.wav
07/14/17 21:55:03.023 AB sName resources/off.wav
07/14/17 21:55:03.028 AB sName resources/oh.wav
07/14/17 21:55:03.034 AB sName resources/old.wav
07/14/17 21:55:03.039 AB sName resources/on.wav
07/14/17 21:55:03.046 AB sName resources/outside.wav
07/14/17 21:55:03.050 AB sName resources/outside_buddy.wav
07/14/17 21:55:03.056 AB sName resources/p.wav
07/14/17 21:55:03.061 AB sName resources/page.wav
07/14/17 21:55:03.066 AB sName resources/phone.wav
07/14/17 21:55:03.070 AB sName resources/play.wav
07/14/17 21:55:03.076 AB sName resources/play_welcome_tutorial.wav
07/14/17 21:55:03.082 AB sName resources/pound.wav
07/14/17 21:55:03.086 AB sName resources/q.wav
07/14/17 21:55:03.091 AB sName resources/r.wav
07/14/17 21:55:03.096 AB sName resources/record.wav
07/14/17 21:55:03.101 AB sName resources/redial.wav
07/14/17 21:55:03.107 AB sName resources/remove.wav
07/14/17 21:55:03.112 AB sName resources/repeat.wav
07/14/17 21:55:03.118 AB sName resources/s.wav
07/14/17 21:55:03.124 AB sName resources/save.wav
07/14/17 21:55:03.129 AB sName resources/send_a_message_to.wav
07/14/17 21:55:03.135 AB sName resources/speaker.wav
07/14/17 21:55:03.140 AB sName resources/star.wav
07/14/17 21:55:03.148 AB sName resources/stop.wav
07/14/17 21:55:03.153 AB sName resources/t.wav
07/14/17 21:55:03.158 AB sName resources/text.wav
07/14/17 21:55:03.163 AB sName resources/through.wav
07/14/17 21:55:03.186 AB sName resources/time.wav
07/14/17 21:55:03.191 AB sName resources/to-2.wav
07/14/17 21:55:03.196 AB sName resources/treble.wav
07/14/17 21:55:03.201 AB sName resources/triple.wav
07/14/17 21:55:03.206 AB sName resources/turn.wav
07/14/17 21:55:03.210 AB sName resources/u.wav
07/14/17 21:55:03.216 AB sName resources/unlearn.wav
07/14/17 21:55:03.221 AB sName resources/urgent.wav
07/14/17 21:55:03.226 AB sName resources/urgently.wav
07/14/17 21:55:03.231 AB sName resources/v.wav
07/14/17 21:55:0
